sim: transport SOCKET-FREE (S16.0a) — deterministic per seed; TB_SIM_SOCKET=1 restores the wire
sim: 100 runs, seed set 20001..20100
sim: shards 4 (TB_SIM_SHARDS; forked workers, contiguous seed partition, pooled in canonical run order)
sim: enemy scales hp 1.45 / dmg 1.3  |  pair vess/bram  |  ascension A0
sim: economy knobs (none — base config)  |  draft policy v2
sim: TB_SIM_ITEMS=1 — per-run item rows on (S17 pre-audit; additive only)
##TBITEMS##{"run":13,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_pyre_brand":[0,1],"widows_arithmetic":[1,0],"bellmetal":[0,1],"avalanche":[2,0],"black_lattice":[0,1],"thornward":[1,0],"cinderbreak":[0,1],"seeding_curse":[2,0],"followthrough":[0,1],"ashfall":[1,0],"spite_stitch":[1,0],"rendcall":[0,1],"rend_the_weave":[1,0],"shared_burden":[0,1],"two_as_one":[1,0],"roundhouse":[0,1],"patience":[1,0],"pummel":[0,1],"stoke":[1,0],"litany_of_mending":[0,1],"withering":[1,0],"ash_harvest":[0,1],"measured_cut":[0,1],"graverust":[1,0],"lashing_coil":[1,0]},"plays":{"hatpin":[14,0],"second_wind":[1,16],"jab":[0,14],"patchwork":[25,1],"brace_up":[0,27],"rite_vigil":[6,0],"worn_knife":[8,1],"loose_stitch":[14,1],"opener":[0,15],"pinprick":[29,1],"knuckle_crack":[0,14],"rite_pyre_brand":[1,14],"kindle":[0,11],"black_lattice":[0,5],"widows_arithmetic":[10,0],"bellmetal":[0,4],"avalanche":[7,0],"cinderbreak":[0,12],"thornward":[7,0],"followthrough":[0,2],"ashfall":[9,0],"seeding_curse":[13,0],"rendcall":[0,7],"shared_burden":[0,8],"rend_the_weave":[5,0],"spite_stitch":[5,0],"roundhouse":[0,5],"two_as_one":[4,0],"patience":[4,0],"pummel":[0,1],"litany_of_mending":[0,3],"stoke":[2,0],"ash_harvest":[0,1],"withering":[2,0],"lashing_coil":[1,0],"measured_cut":[0,2]},"relics":["braided_censer","covetous_psalter","iron_girdle","knotted_votive","loom_of_two_hands","needlecase_of_saint_morrow","patient_bookmark","pulsekeepers_ring","saints_marrow","tithing_bowl"]}
##TBITEMS##{"run":14,"outcome":"game_over","act":2,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_pyre_brand":[0,1],"spitespun_mantle":[1,0],"roundhouse":[0,1],"shared_burden":[0,1],"pinprick":[1,0],"crossing_blow":[0,1],"tallow_mark":[1,0],"immovable":[0,1],"second_wind":[1,0],"litany_of_mending":[0,1],"shared_sigil":[1,0],"hammerfall":[0,1],"forearm_wall":[1,0],"cinch":[0,1],"seeding_curse":[1,0],"stokers_due":[0,1],"hollow_seam":[1,0]},"plays":{"jab":[1,14],"rite_vigil":[17,0],"loose_stitch":[21,2],"opener":[1,18],"hatpin":[17,0],"brace_up":[2,33],"patchwork":[53,0],"worn_knife":[20,0],"rite_pyre_brand":[0,9],"pinprick":[63,1],"knuckle_crack":[0,6],"second_wind":[10,8],"kindle":[1,7],"shared_burden":[1,12],"roundhouse":[1,7],"spitespun_mantle":[5,3],"crossing_blow":[0,7],"tallow_mark":[17,0],"immovable":[0,9],"litany_of_mending":[1,6],"hammerfall":[0,2],"shared_sigil":[9,0],"forearm_wall":[8,0],"cinch":[0,2],"seeding_curse":[5,0],"hollow_seam":[2,0]},"relics":["ashen_censer","knotted_votive","tithing_bowl","whetstone_psalm"]}
##TBITEMS##{"run":15,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_pyre_brand":[0,1],"gravebloom":[2,0],"hammerfall":[0,1],"wind_up":[1,0],"cinch":[0,1],"spite_stitch":[1,0],"brace":[0,1],"second_wind":[1,0],"small_rites":[1,0],"candle_watch":[0,1],"cinder_cloak":[1,0],"graverust":[1,1],"shared_burden":[1,1],"avalanche":[0,1],"stolen_breath":[1,0],"selvage":[1,0],"stamp_out":[0,1],"cinderbreak":[0,1],"thornward":[1,0],"shared_sigil":[1,0],"immovable":[0,1],"pinprick":[1,0]},"plays":{"hatpin":[11,0],"second_wind":[18,10],"opener":[0,22],"pinprick":[49,3],"worn_knife":[13,0],"rite_pyre_brand":[0,11],"kindle":[0,9],"patchwork":[36,2],"brace_up":[0,27],"jab":[0,15],"loose_stitch":[26,0],"knuckle_crack":[0,13],"hammerfall":[0,16],"rite_shroud":[11,0],"wind_up":[24,0],"gravebloom":[8,0],"spite_stitch":[21,0],"brace":[2,11],"cinch":[0,7],"candle_watch":[0,7],"cinder_cloak":[19,0],"small_rites":[11,0],"graverust":[2,7],"stolen_breath":[5,4],"shared_burden":[13,3],"avalanche":[0,11],"selvage":[2,0],"cinderbreak":[0,9],"stamp_out":[0,9],"shared_sigil":[7,0],"thornward":[8,0],"immovable":[0,1]},"relics":["bridegrooms_knot","cracked_bell","iron_girdle","kindling_bundle","knotted_votive","loom_of_two_hands","patient_bookmark","saints_marrow","tithing_bowl","twin_phylactery"]}
##TBITEMS##{"run":16,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_mourners_step":[0,1],"saturate":[1,0],"forearm_wall":[0,1],"soot_mark":[2,0],"stitchblade":[0,1],"threadlight":[1,0],"cross_counter":[0,1],"held_breath":[1,0],"patience":[0,1],"eye_of_the_loom":[1,0],"twinned_cut":[0,1],"lashing_coil":[0,1],"small_rites":[1,0],"body_blow":[0,1],"crack_the_seal":[1,1],"bellmetal":[0,1],"splinter":[0,1],"tally_of_griefs":[1,0],"litany_of_mending":[1,0],"needlework":[2,0],"ember_jab":[0,1],"tallow_mark":[1,0]},"plays":{"hatpin":[15,0],"jab":[1,21],"patchwork":[36,1],"rite_mourners_step":[0,17],"loose_stitch":[29,2],"worn_knife":[12,0],"brace_up":[0,37],"second_wind":[0,15],"opener":[1,26],"pinprick":[49,1],"knuckle_crack":[0,16],"kindle":[0,14],"saturate":[18,0],"stitchblade":[0,12],"soot_mark":[14,0],"forearm_wall":[0,17],"rite_vigil":[12,0],"cross_counter":[0,17],"threadlight":[21,2],"held_breath":[14,0],"patience":[2,16],"lashing_coil":[1,8],"twinned_cut":[0,7],"eye_of_the_loom":[17,0],"small_rites":[9,0],"body_blow":[0,7],"crack_the_seal":[11,4],"bellmetal":[0,3],"splinter":[0,3],"tally_of_griefs":[10,0],"litany_of_mending":[3,0],"tallow_mark":[10,0],"ember_jab":[0,9],"needlework":[3,0]},"relics":["bridegrooms_knot","covetous_psalter","ember_coal","hungry_whetstone","loom_of_two_hands","needlecase_of_saint_morrow","scar_votive","sealed_reliquary","tithing_bowl","twin_phylactery","vigil_lamp"]}
##TBITEMS##{"run":17,"outcome":"game_over","act":2,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_descant":[0,1],"carrion_lace":[1,0],"hammerfall":[0,1],"cinch":[0,3],"thornward":[1,0],"ember_jab":[0,1],"lashing_coil":[1,0],"followthrough":[0,1],"waxbound_oath":[0,1],"spite_stitch":[1,0],"ash_harvest":[0,1],"drumbeat":[1,0],"unpicking":[1,0],"relentless":[0,1],"fan_the_flames":[1,0],"shared_sigil":[1,0],"ashfall":[1,0]},"plays":{"patchwork":[26,2],"jab":[2,14],"pinprick":[32,0],"knuckle_crack":[0,12],"rite_vigil":[11,0],"hatpin":[15,0],"kindle":[0,10],"brace_up":[0,17],"loose_stitch":[19,0],"worn_knife":[17,0],"second_wind":[0,8],"rite_descant":[0,11],"opener":[0,15],"cinch":[0,11],"carrion_lace":[10,0],"hammerfall":[0,11],"ember_jab":[0,8],"thornward":[12,2],"lashing_coil":[5,0],"waxbound_oath":[0,3],"drumbeat":[3,0],"ash_harvest":[0,1],"spite_stitch":[7,0],"followthrough":[0,1],"fan_the_flames":[5,0],"unpicking":[5,0],"relentless":[0,1],"shared_sigil":[3,0],"ashfall":[1,0]},"relics":["braided_censer","census_of_wounds","chord_of_the_choir","knotted_votive","pulsekeepers_ring","saints_marrow","twin_phylactery"]}
##TBITEMS##{"run":18,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_mourners_step":[0,1],"eye_of_the_loom":[1,0],"wildfire_heart":[0,2],"two_as_one":[1,1],"inkwell_curse":[0,1],"final_word":[1,0],"shared_sigil":[1,0],"crossing_blow":[0,1],"black_lattice":[2,0],"loom_of_hours":[1,0],"immovable":[0,2],"knotward_veil":[0,1],"patient_knife":[1,0],"counterargument":[0,1],"braided_malice":[1,0],"followthrough":[0,1],"tally_of_griefs":[1,0],"crack_the_seal":[0,1],"selvage":[2,0],"splinter":[0,1],"cinderbreak":[0,1]},"plays":{"opener":[2,24],"loose_stitch":[18,2],"brace_up":[2,23],"jab":[0,13],"pinprick":[40,1],"hatpin":[20,0],"worn_knife":[8,0],"kindle":[1,10],"knuckle_crack":[0,13],"patchwork":[30,1],"second_wind":[0,14],"rite_mourners_step":[0,16],"rite_shroud":[13,0],"inkwell_curse":[1,10],"eye_of_the_loom":[15,0],"two_as_one":[10,7],"wildfire_heart":[0,7],"shared_sigil":[15,0],"crossing_blow":[0,10],"knotward_veil":[0,3],"final_word":[7,0],"immovable":[0,19],"black_lattice":[3,0],"counterargument":[0,5],"patient_knife":[7,0],"braided_malice":[5,0],"tally_of_griefs":[1,0],"splinter":[0,1],"followthrough":[0,1],"cinderbreak":[0,2],"crack_the_seal":[0,2]},"relics":["braided_censer","bridegrooms_knot","census_of_wounds","hexwrought_locket","hungry_whetstone","kindling_bundle","loom_of_two_hands","needlecase_of_saint_morrow","pulsekeepers_ring","steadfast_icon","tithing_bowl","twin_phylactery","wedding_knife"]}
##TBITEMS##{"run":19,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_knell":[1,0],"rite_pyre_brand":[0,1],"final_word":[1,0],"crossguard":[0,1],"wind_up":[1,0],"graverust":[0,1],"waxbound_oath":[1,0],"crossing_blow":[0,1],"two_as_one":[1,0],"needle_wall":[0,1],"borrowed_hour":[1,0],"roundhouse":[0,1],"funeral_lace":[1,0],"cinderfall":[0,1],"seam_split":[1,0],"bellringer":[0,1],"stolen_breath":[1,0],"splinter":[0,1],"gravebloom":[1,0],"immovable":[0,1],"tallow_mark":[1,0],"tally_of_griefs":[1,0],"avalanche":[0,1],"brand":[1,0],"black_lattice":[1,0],"cinderbreak":[0,1],"crack_the_seal":[1,0],"unbroken_line":[0,1]},"plays":{"patchwork":[15,0],"jab":[1,10],"pinprick":[32,1],"hatpin":[11,0],"kindle":[0,8],"second_wind":[0,6],"rite_knell":[6,0],"rite_pyre_brand":[0,7],"loose_stitch":[14,0],"opener":[0,12],"knuckle_crack":[0,6],"brace_up":[0,14],"worn_knife":[7,0],"graverust":[0,7],"wind_up":[13,1],"final_word":[10,0],"crossguard":[0,8],"two_as_one":[8,0],"waxbound_oath":[4,0],"crossing_blow":[0,8],"borrowed_hour":[6,0],"needle_wall":[1,6],"roundhouse":[0,3],"funeral_lace":[9,0],"cinderfall":[0,6],"stolen_breath":[4,1],"bellringer":[0,2],"splinter":[0,2],"tallow_mark":[7,1],"immovable":[0,5],"avalanche":[0,3],"tally_of_griefs":[2,0],"cinderbreak":[0,2],"crack_the_seal":[2,0],"gravebloom":[1,0],"brand":[1,0]},"relics":["braided_censer","bridegrooms_knot","census_of_wounds","ember_coal","hungry_whetstone","knotted_votive","needlecase_of_saint_morrow","scar_votive","steadfast_icon","wedding_knife"]}
##TBITEMS##{"run":20,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_mourners_step":[0,1],"two_as_one":[1,0],"bellringer":[0,1],"candle_watch":[1,0],"festering_knot":[0,1],"tally_of_griefs":[1,0],"shared_burden":[1,1],"square_up":[1,0],"spitespun_mantle":[1,0],"hammerfall":[0,1],"stokers_due":[1,0],"crack_the_seal":[1,0],"immovable":[0,1],"brand":[1,0],"wardknot":[1,0],"opener":[0,2],"litany_of_mending":[0,1],"pale_unmaking":[1,0],"bellmetal":[0,1],"spark":[1,0],"borrowed_hour":[0,1],"thousand_pins":[1,0],"small_rites":[1,0],"crossing_blow":[0,1]},"plays":{"jab":[1,16],"loose_stitch":[24,3],"opener":[6,47],"patchwork":[30,1],"hatpin":[9,0],"kindle":[0,14],"brace_up":[0,29],"rite_shroud":[19,0],"pinprick":[49,5],"second_wind":[3,17],"rite_mourners_step":[0,19],"knuckle_crack":[0,21],"worn_knife":[12,0],"bellringer":[0,10],"candle_watch":[15,0],"festering_knot":[0,19],"two_as_one":[14,0],"square_up":[10,0],"tally_of_griefs":[12,0],"shared_burden":[11,11],"spitespun_mantle":[2,0],"hammerfall":[0,12],"stokers_due":[3,0],"brand":[8,0],"immovable":[0,13],"crack_the_seal":[12,0],"litany_of_mending":[0,8],"wardknot":[8,0],"borrowed_hour":[0,7],"spark":[7,1],"pale_unmaking":[4,0],"thousand_pins":[5,0],"bellmetal":[1,2],"crossing_blow":[0,2]},"relics":["covetous_psalter","ember_coal","hexwrought_locket","kindling_bundle","knotted_votive","patient_bookmark","scar_votive","sealed_reliquary","threadspool_reliquary","vigil_lamp"]}
##TBITEMS##{"run":21,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_votive":[1,0],"rite_descant":[0,1],"loose_stitch":[1,0],"immovable":[0,1],"hold_the_line":[1,0],"cinch":[0,1],"thousand_pins":[1,0],"crossguard":[0,1],"brand":[1,0],"braided_malice":[0,1],"crossing_blow":[1,0],"cinderbreak":[0,1],"rendcall":[1,0],"seamripper":[0,1],"gravebloom":[1,0],"haymaker":[0,1],"seam_split":[0,2],"loom_of_hours":[1,0],"opener":[0,1],"ashfall":[1,0],"crack_the_seal":[1,1],"dig_in":[0,1],"twinned_cut":[0,2],"festering_knot":[1,0],"shared_sigil":[1,0],"wardknot":[1,0],"fan_the_flames":[0,1]},"plays":{"hatpin":[14,0],"jab":[0,14],"loose_stitch":[47,5],"patchwork":[25,0],"brace_up":[2,18],"worn_knife":[15,0],"kindle":[0,11],"rite_votive":[27,0],"rite_descant":[0,18],"opener":[0,27],"pinprick":[56,0],"knuckle_crack":[0,13],"second_wind":[0,12],"immovable":[0,17],"hold_the_line":[13,1],"cinch":[0,12],"crossguard":[0,8],"thousand_pins":[17,0],"braided_malice":[0,10],"brand":[6,0],"rendcall":[14,0],"cinderbreak":[0,7],"ashfall":[4,0],"crossing_blow":[4,0],"gravebloom":[3,0],"haymaker":[0,4],"seam_split":[0,6],"dig_in":[0,5],"twinned_cut":[0,3],"crack_the_seal":[4,2],"loom_of_hours":[1,0],"shared_sigil":[4,0],"festering_knot":[2,0],"seamripper":[0,1]},"relics":["braided_censer","census_of_wounds","ember_coal","iron_girdle","loom_of_two_hands","pulsekeepers_ring","scar_votive","sealed_reliquary","threadspool_reliquary"]}
##TBITEMS##{"run":22,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_votive":[1,0],"rite_mourners_step":[0,1],"inkwell_curse":[1,0],"avalanche":[0,2],"final_word":[2,0],"bellringer":[0,1],"saturate":[0,1],"keepsake":[1,0],"share_the_fire":[0,1],"shared_sigil":[1,0],"carrion_lace":[1,0],"quick_words":[1,0],"spindle_step":[0,1],"tally_of_griefs":[1,0],"crack_the_seal":[0,1],"seam_split":[0,1],"burr_shell":[1,0],"forgefire":[0,1],"brand":[1,0],"twinned_cut":[0,1],"seeding_curse":[1,0],"one_two":[0,1],"tallow_mark":[1,0],"borrowed_hour":[0,1],"rendcall":[0,1],"eye_of_the_loom":[1,0],"body_blow":[0,1]},"plays":{"loose_stitch":[14,0],"jab":[1,7],"pinprick":[35,1],"patchwork":[39,1],"brace_up":[0,18],"hatpin":[16,0],"kindle":[0,9],"rite_votive":[17,0],"rite_mourners_step":[0,7],"worn_knife":[10,0],"second_wind":[0,5],"opener":[0,17],"knuckle_crack":[0,12],"inkwell_curse":[5,0],"avalanche":[0,18],"bellringer":[0,3],"share_the_fire":[0,6],"keepsake":[2,0],"shared_sigil":[12,0],"saturate":[0,7],"spindle_step":[2,5],"final_word":[7,0],"quick_words":[5,0],"carrion_lace":[3,0],"crack_the_seal":[1,5],"tally_of_griefs":[4,0],"seam_split":[0,2],"twinned_cut":[0,1],"burr_shell":[3,0],"one_two":[0,2],"borrowed_hour":[0,1],"seeding_curse":[5,0],"tallow_mark":[3,0],"brand":[2,0],"eye_of_the_loom":[2,0]},"relics":["ashen_censer","chord_of_the_choir","hungry_whetstone","iron_girdle","knotted_votive","needlecase_of_saint_morrow","scar_votive","threadspool_reliquary","vigil_lamp","wedding_knife"]}
##TBITEMS##{"run":23,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_mourners_step":[0,1],"crossing_blow":[1,0],"avalanche":[0,1],"eye_for_an_opening":[1,0],"spite_stitch":[0,1],"seeding_curse":[1,0],"stamp_out":[0,1],"bellows":[1,1],"votive_thread":[0,1],"hollow_seam":[1,0],"cinderfall":[0,1],"drumbeat":[1,0],"quiet_mending":[0,1],"pale_unmaking":[1,0],"cinderbreak":[0,1],"stolen_breath":[1,0],"final_bell":[0,1],"inkwell_curse":[1,0],"tithe_of_thread":[1,0],"ash_harvest":[0,1],"needlework":[1,0],"share_the_fire":[0,1],"litany_of_mending":[1,0],"twinned_cut":[0,1],"tally_of_griefs":[1,0],"saturate":[1,0]},"plays":{"pinprick":[30,0],"brace_up":[1,9],"patchwork":[12,0],"rite_mourners_step":[0,7],"hatpin":[12,1],"second_wind":[0,6],"jab":[0,7],"loose_stitch":[17,0],"opener":[1,13],"worn_knife":[6,0],"kindle":[1,5],"rite_vigil":[5,0],"knuckle_crack":[0,7],"avalanche":[0,9],"eye_for_an_opening":[3,0],"crossing_blow":[14,0],"spite_stitch":[0,5],"bellows":[9,0],"seeding_curse":[13,0],"stamp_out":[0,7],"votive_thread":[0,4],"quiet_mending":[0,4],"drumbeat":[2,0],"cinderfall":[0,5],"pale_unmaking":[9,0],"cinderbreak":[0,6],"hollow_seam":[5,0],"stolen_breath":[4,2],"inkwell_curse":[3,0],"final_bell":[1,3],"tithe_of_thread":[2,0],"needlework":[2,0],"ash_harvest":[0,2],"saturate":[3,0],"twinned_cut":[0,1],"tally_of_griefs":[1,0],"share_the_fire":[0,1]},"relics":["ashen_censer","braided_censer","covetous_psalter","hungry_whetstone","patient_bookmark","pulsekeepers_ring","saints_marrow","steadfast_icon","threadspool_reliquary","vigil_lamp"]}
##TBITEMS##{"run":24,"outcome":"game_over","act":2,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_mourners_step":[0,1],"hollow_seam":[1,0],"followthrough":[0,4],"stitchblade":[0,1],"litany_of_mending":[1,0],"bellmetal":[0,1],"square_up":[1,0],"pinprick":[1,0],"brand":[1,0],"spitespun_mantle":[1,0],"spark":[1,0],"inheritance":[0,1],"rend_the_weave":[1,0],"twinned_cut":[0,1],"eye_for_an_opening":[1,0],"splinter":[0,1]},"plays":{"opener":[1,17],"jab":[1,15],"rite_shroud":[13,0],"brace_up":[2,27],"hatpin":[23,1],"patchwork":[35,0],"pinprick":[49,1],"knuckle_crack":[0,19],"loose_stitch":[17,1],"worn_knife":[15,0],"second_wind":[0,15],"rite_mourners_step":[0,13],"kindle":[0,11],"followthrough":[0,12],"hollow_seam":[10,0],"stitchblade":[0,11],"square_up":[8,0],"litany_of_mending":[10,0],"bellmetal":[1,5],"brand":[9,0],"spark":[5,0],"spitespun_mantle":[3,0],"eye_for_an_opening":[1,0],"inheritance":[0,2],"splinter":[0,3],"rend_the_weave":[2,0]},"relics":["ashen_censer","census_of_wounds","covetous_psalter","drawn_curtain","threadspool_reliquary","vigil_lamp"]}
##TBITEMS##{"run":25,"outcome":"game_over","act":2,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_mourners_step":[0,1],"stitchblade":[2,0],"splinter":[0,1],"body_blow":[1,0],"quiet_mending":[0,1],"threadlight":[1,0],"shared_sigil":[1,0],"cinderbreak":[0,2],"hollow_seam":[0,1],"pinprick":[2,0],"second_wind":[1,0],"shroudwork":[0,1],"one_two":[0,1],"seam_split":[1,0],"brand":[0,2],"pitchfire":[1,0]},"plays":{"jab":[1,17],"loose_stitch":[16,0],"patchwork":[32,1],"worn_knife":[12,1],"second_wind":[7,11],"opener":[3,18],"pinprick":[37,1],"rite_mourners_step":[0,12],"brace_up":[0,24],"knuckle_crack":[0,9],"rite_shroud":[14,1],"hatpin":[14,0],"kindle":[0,9],"threadlight":[14,0],"body_blow":[8,0],"stitchblade":[15,0],"quiet_mending":[1,5],"shared_sigil":[10,0],"cinderbreak":[1,13],"hollow_seam":[0,9],"splinter":[0,6],"shroudwork":[0,5],"seam_split":[2,0],"one_two":[0,4],"brand":[0,4],"pitchfire":[2,0]},"relics":["census_of_wounds","iron_girdle","patient_bookmark","pulsekeepers_ring","whetstone_psalm"]}
##TBITEMS##{"run":26,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_knell":[1,0],"rite_pyre_brand":[0,1],"inkwell_curse":[3,0],"stokers_due":[0,1],"shared_burden":[0,1],"graverust":[1,0],"dig_in":[0,1],"patience":[1,0],"selvage":[0,1],"pale_unmaking":[1,0],"cinderbreak":[0,1],"waxbound_oath":[1,0],"share_the_fire":[0,1],"hammerfall":[1,0],"tally_of_griefs":[1,0],"ember_jab":[0,1],"spark":[1,0],"unpicking":[0,1],"relentless":[0,1],"pinprick":[1,0],"crack_the_seal":[0,1],"cinder_cloak":[1,0],"splinter":[1,0],"breaker":[0,1],"ashfall":[1,0],"seam_split":[0,1]},"plays":{"jab":[0,16],"hatpin":[17,0],"knuckle_crack":[0,11],"kindle":[0,13],"patchwork":[18,0],"pinprick":[37,1],"rite_knell":[14,0],"rite_pyre_brand":[0,13],"second_wind":[0,9],"opener":[3,16],"loose_stitch":[14,1],"brace_up":[0,23],"worn_knife":[7,0],"shared_burden":[1,12],"inkwell_curse":[13,0],"patience":[12,0],"stokers_due":[0,5],"dig_in":[0,8],"graverust":[8,0],"selvage":[1,6],"pale_unmaking":[11,0],"cinderbreak":[0,10],"share_the_fire":[0,5],"hammerfall":[3,0],"unpicking":[0,8],"waxbound_oath":[4,0],"tally_of_griefs":[6,0],"ember_jab":[0,6],"spark":[6,0],"crack_the_seal":[0,4],"cinder_cloak":[3,0],"ashfall":[2,0],"seam_split":[0,1],"splinter":[1,0],"breaker":[0,1]},"relics":["covetous_psalter","drawn_curtain","ember_coal","hexwrought_locket","iron_girdle","pulsekeepers_ring","saints_marrow","scar_votive","threadspool_reliquary","twin_phylactery"]}
##TBITEMS##{"run":27,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_shroud":[1,0],"rite_toll":[0,1],"thousand_pins":[1,0],"share_the_fire":[0,1],"patience":[1,1],"threadlight":[0,1],"spite_stitch":[1,0],"dig_in":[0,1],"inheritance":[1,0],"call_and_answer":[0,1],"brand":[1,0],"mendthread":[1,0],"crossing_blow":[0,2],"spark":[1,0],"measured_cut":[0,1],"martyrs_knot":[1,0],"shoulder_through":[0,1],"litany_of_mending":[0,1],"withering":[1,0],"unpicking":[1,0],"shared_sigil":[2,0],"body_blow":[0,1]},"plays":{"second_wind":[0,16],"patchwork":[35,2],"brace_up":[1,50],"knuckle_crack":[1,19],"loose_stitch":[23,2],"rite_toll":[0,28],"opener":[0,28],"worn_knife":[15,0],"jab":[0,23],"pinprick":[52,1],"hatpin":[15,0],"kindle":[0,15],"rite_shroud":[20,0],"threadlight":[1,24],"share_the_fire":[0,15],"patience":[20,12],"thousand_pins":[16,0],"dig_in":[2,19],"spite_stitch":[15,0],"call_and_answer":[0,3],"brand":[14,0],"inheritance":[13,0],"mendthread":[11,1],"crossing_blow":[0,21],"spark":[20,2],"shoulder_through":[0,15],"martyrs_knot":[11,0],"litany_of_mending":[4,7],"measured_cut":[0,9],"withering":[8,0],"unpicking":[7,0],"shared_sigil":[9,0],"body_blow":[0,3]},"relics":["ashen_censer","census_of_wounds","ember_coal","hexwrought_locket","hungry_whetstone","iron_girdle","loom_of_two_hands","needlecase_of_saint_morrow","sealed_reliquary","threadspool_reliquary","tithing_bowl"]}
##TBITEMS##{"run":28,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_toll":[0,1],"seeding_curse":[1,0],"stamp_out":[0,1],"black_lattice":[0,1],"thornward":[2,0],"share_the_fire":[0,1],"hammerfall":[2,0],"wardknot":[0,1],"crossing_blow":[1,0],"crack_the_seal":[0,1],"wildfire_heart":[0,1],"spark":[1,0],"pinprick":[1,0],"pyre_vault":[0,1],"needles_verdict":[2,0],"two_as_one":[0,1],"square_up":[1,0],"lashing_coil":[1,0],"body_blow":[0,1],"cross_counter":[1,0],"eye_for_an_opening":[0,1],"soot_mark":[1,0],"stitchblade":[0,1]},"plays":{"patchwork":[28,0],"pinprick":[46,0],"knuckle_crack":[1,15],"second_wind":[0,12],"rite_toll":[1,18],"brace_up":[0,22],"rite_vigil":[15,1],"hatpin":[14,0],"jab":[0,23],"loose_stitch":[18,2],"opener":[0,18],"worn_knife":[11,0],"kindle":[0,16],"black_lattice":[1,6],"seeding_curse":[17,0],"stamp_out":[0,14],"share_the_fire":[2,13],"wardknot":[0,8],"thornward":[22,1],"hammerfall":[11,0],"crack_the_seal":[0,9],"wildfire_heart":[0,5],"crossing_blow":[6,0],"spark":[10,0],"pyre_vault":[0,3],"square_up":[4,0],"needles_verdict":[5,1],"two_as_one":[0,5],"lashing_coil":[4,0],"body_blow":[0,4],"soot_mark":[2,0],"cross_counter":[1,0],"eye_for_an_opening":[0,1]},"relics":["ashen_censer","bridegrooms_knot","census_of_wounds","hungry_whetstone","kindling_bundle","knotted_votive","loom_of_two_hands","needlecase_of_saint_morrow","scar_votive","sealed_reliquary","tithing_bowl","vigil_lamp"]}
##TBITEMS##{"run":29,"outcome":"victory","act":3,"characters":{"p1":"vess","p2":"bram"},"cards":{"rite_vigil":[1,0],"rite_mourners_step":[0,1],"gravebloom":[1,0],"counterargument":[0,1],"soot_mark":[1,0],"thornward":[1,0],"two_as_one":[0,1],"stokers_due":[1,0],"unpicking":[2,0],"stamp_out":[0,1],"eye_for_an_opening":[1,1],"widows_arithmetic":[1,1],"funeral_lace":[1,0],"graverust":[1,0],"bellringer":[0,1],"cinch":[0,1],"borrowed_hour":[1,0],"splinter":[0,1],"haymaker":[0,1],"spark":[1,0],"shared_sigil":[0,1],"pitchfire":[1,0]},"plays":{"brace_up":[0,19],"rite_vigil":[16,4],"rite_mourners_step":[0,14],"hatpin":[21,0],"worn_knife":[13,0],"second_wind":[0,16],"opener":[4,19],"pinprick":[43,3],"kindle":[0,16],"jab":[1,12],"knuckle_crack":[0,15],"loose_stitch":[19,0],"patchwork":[31,0],"counterargument":[0,13],"soot_mark":[9,0],"gravebloom":[5,1],"thornward":[12,0],"two_as_one":[0,15],"stokers_due":[6,0],"stamp_out":[0,11],"widows_arithmetic":[2,13],"unpicking":[19,0],"funeral_lace":[7,0],"eye_for_an_opening":[4,3],"graverust":[4,0],"bellringer":[0,3],"cinch":[0,4],"splinter":[0,3],"borrowed_hour":[5,0],"spark":[6,0],"haymaker":[0,3],"shared_sigil":[0,1],"pitchfire":[1,0]},"relics":["bridegrooms_knot","chord_of_the_choir","ember_coal","iron_girdle","knotted_votive","needlecase_of_saint_morrow","saints_marrow","scar_votive","sealed_reliquary","steadfast_icon","wedding_knife"]}
